original,translation
Всего {} байтов получено,{} byte ricevuti in totale
Всего {} байтов послано,{} byte inviati
Всего записей: {},Voci totali: {}
Всего освобождено места : ,Spazio totale liberato : 
Всего отослано: {} ({}/сек),Totale inviato: {} ({}/sec)
Всего программ: {},Totale titoli: {}
Вставить,Inserisci
Вставка...,Inserimento...
Всё время. Всего: {} час,Tutto il tempo. Totale: {} ore
 Да , Sì 
Всё время. Всего: {} часа,Tutto il tempo. Totale: {} ore
Всё время. Всего: {} часов,Tutto il tempo. Totale: {} ore
Вы собираетесь удалить следующие бекапы:,Stai per eliminare i seguenti backup:
Вы собираетесь удалить следующие игры:,Stai per eliminare i seguenti giochi:
Вы собираетесь удалить следующие сохранения:,Stai per eliminare i seguenti salvataggi:
Вы собираетесь удалить следующие тикеты:,Stai per eliminare i seguenti ticket:
Вы уверены в удалении {} записей?\n\n(+) - ДА   B - Отмена,Sei sicuro di voler eliminare {} voci?\n\n(+) - SÌ   B - Annulla
Вы уверены в удалении {} записи?\n\n(+) - ДА   B - Отмена,Sei sicuro di voler eliminare {} voce?\n\n(+) - SÌ   B - Annulla
Вы уверены в удалении {} объекта?\n\n(+) - ДА   B - Отмена,Sei sicuro di voler eliminare {} oggetto?\n\n(+) - SÌ   B - Annulla
Вы уверены в удалении {} объектов?\n\n(+) - ДА   B - Отмена,Sei sicuro di voler eliminare {} oggetti?\n\n(+) - SÌ   B - Annulla
    {:>2} сек,    {:>2} sec
 Закрытие игры, Chiusura gioco
"Вы уверены, что хотите удалить {}?\n\n(+) - ДА, другая кнопка - НЕТ","Sei sicuro di voler eliminare {}?\n\n(+) - SÌ, altro pulsante - NO"
"Вы уверены, что хотите удалить\n{}?\n\n(+) - ДА  В - Отмена",Sei sicuro di voler eliminare\n{}?\n\n(+) - SÌ  B - Annulla
Выберите пользователя,Seleziona utente
Выберите тип сохранения,Seleziona tipo di salvataggio
Выбрать все файлы игры,Seleziona tutti i file del gioco
Выбрать того же пользователя,Seleziona lo stesso utente
Выбрать ту же игру,Seleziona lo stesso gioco
Выйти из DBI           : ,Esci da DBI            : 
Выключать экран,Spegni schermo
Выключить экран        : ,Spegni schermo         : 
 Запуск игры, Avvio del gioco
Вырезать,Taglia
Выход на рабочий стол,Esci al menu HOME
Вычисление хэша,Calcolo hash
Вычисленное время конца : {},Tempo di fine calcolato : {}
Вычисленное время начала: {},Ora di inizio calcolata: {}
Генерация DLC [{:016X}][v{}],Generazione DLC [{:016X}][v{}]
Генерация DLC анлокера...,Generazione sblocco DLC...
Генерируется анлокер для {:016X} с номером {} и версией {}...,Generazione unlocker per {:016X} con numero {} e versione {}...
Генерируется ярлык для пути '{}' и аргументов '{}'...,Generazione collegamento per il percorso '{}' e argomenti '{}'...
 Логаут пользователя \x1b[36;1m{}\x1b[37;1m, Disconnessione utente \x1b[36;1m{}\x1b[37;1m
Главное меню,Menu principale
Голландский,Olandese
Да,Sì
"Да, я уверен","Sì, sono sicuro"
Дамп анлокера в '{}'...,Dump dello sblocco in '{}'...
Дамп текущей прошивки,Dump del firmware corrente
Дамп ярлыка в '{}'...,Dump collegamento in '{}'...
Дата первого игрового события : {},Data del primo evento di gioco : {}
Действия с файлами,Operazioni sui file
Действия с файлами ({}),Azioni file ({})
 Логин пользователя \x1b[36;1m{}\x1b[37;1m, Nome utente \x1b[36;1m{}\x1b[37;1m
Декабрь,Dicembre
День,Giorno
Диаграмма активности,Grafico attività
Для бекапов,Per i backup
Для выхода нажмите любую кнопку,Premi un pulsante qualsiasi per uscire
Для дампов,Per i dump
Для логов,Per i log
Добавить в любимые,Aggiungi ai preferiti
Добавлять суффикс к имени файла,Aggiungi suffisso al nome file
Достаточное питание            : {},Alimentazione sufficiente      : {}
 Переключение на игру, Passaggio al gioco
Европа,Europa
Есть исправление RCM бага   : {},Correzione bug RCM presente   : {}
"Есть несохранёные изменения.\nВы хотите их сохранить?\n\n(+) - Да, сохранить\n\n(-) - Выйти без сохранения\n\nДругая кнопка - Отмена","Ci sono modifiche non salvate.\nVuoi salvarle?\n\n(+) - Sì, salva\n\n(-) - Esci senza salvare\n\nAltro pulsante - Annulla"
Желаемая версия: {},Versione desiderata: {}
Журнал активности,Registro attività
Журналирование действий,Registrazione azioni
Завершено,Completato
Загружается список обновлений...,Caricamento elenco aggiornamenti...
Загружено ,Caricato 
Загрузка изображения...,Caricamento immagine...
 Режим работы изменился: {}, Modalità operativa modificata: {}
Загрузка текста...{}%,Caricamento testo...{}%
Загрузка файла... {}%,Caricamento file... {}%
Задать размер файла {} не удалось: {},Impossibile impostare la dimensione del file {}: {}
Закладки на SD,Segnalibri su SD
Закончено за {:02d}:{:02d}:{:02d},Completato in {:02d}:{:02d}:{:02d}
Закончилась память при посылке ответа,Memoria esaurita durante l'invio della risposta
Закончились дополнительные буферы. Скорость записи на носитель слишком низка,Buffer aggiuntivi esauriti. La velocità di scrittura sulla memoria è troppo bassa
Закрытие соединения,Chiusura connessione
Закрытие соединения к {}:{},Chiusura connessione a {}:{}
 Сброс системных часов, Ripristina orologio di sistema
Запаковать LFS в romfs.bin,Impacchetta LFS in romfs.bin
Запаковать в romfs.bin,Impacchetta in romfs.bin
Запаковка папки в RomFS,Compressione cartella in RomFS
Записанное время конца  : {},Ora di fine registrata  : {}
Записанное время начала : {},Ora di inizio registrata : {}
Запись в CAL0 разрешена     : {},Scrittura CAL0 consentita     : {}
Запись в файл...,Scrittura nel file...
Запись за пределами файла,Scrittura oltre il file
Заполнение нулями,Riempimento con zeri
Заполнить свободное место на SD нулями,Riempi lo spazio libero su SD con zeri
 Сворачивание игры, Sospensione gioco
Запрет захвата видео,Vieta acquisizione video
Запрет скриншотов,Divieto di screenshot
Запрещено,Vietato
Запрос на удаление ,Richiesta di eliminazione 
Запускавшиеся игры,Giochi avviati
Запускать точку доступа,Avvia punto di accesso
Запустить FTP сервер,Avvia server FTP
Запустить FTP сервер...,Avvia server FTP...
Запустить HTTP сервер,Avvia server HTTP
Запустить HTTP сервер...,Avvio del server HTTP...
 Состояние электропитания изменилось: {}, Stato alimentazione modificato: {}
Запустить МТР соединение,Avvia connessione MTP
Запустить случайную игру,Avvia gioco casuale
Заряд батареи                  : {},Carica batteria                : {}
Заряд батареи                  : {}%,Carica batteria                : {}%
Заряд батареи (сырое значение) : {}%,Carica batteria (valore grezzo): {}%
Зарядка батареи                : {},Carica batteria                : {}
Здесь пусто,Niente qui
Игра анонсирует SDK {},Il gioco annuncia SDK {}
" и {} новое DLC,"," e {} nuovo DLC,"
"Игра анонсирует более новый SDK ({}), чем текущая прошивка ({})",Il gioco richiede un SDK più recente ({}) rispetto al firmware attuale ({})
Игра использует titleId от дополнения,Il gioco usa il titleId dal DLC
Игра использует titleId от обновления,Il gioco usa il titleId dall'aggiornamento
Извлечь в LFS,Estrai in LFS
Изменение размера сохранения на {} [{}]...,Ridimensionamento salvataggio a {} [{}]...
Изменить версию DLC (десятичную),Modifica versione DLC (decimale)
Изменить номер DLC (десятичный),Modifica numero DLC (decimale)
Изменить номер DLC (шестнадцатеричный),Modifica numero DLC (esadecimale)
Изменён размер SaveFS,Dimensione SaveFS modificata
"Главный стратег объявил, что ракеты",I. I. Pizdabolov. Ritmi della svolta.
" и {} новых DLC,"," e {} nuovi DLC,"
Импорт исправленного тикета...,Importazione ticket corretto...
Импорт тикета...,Importazione ticket...
Имя     : ,Nome    : 
"Имя каталога\n'{}'\nсодержит недопустимые символы.\nОн не может быть создан.\n\nНажмите A - прервать, B - пропустить, X - переименовать","Il nome della directory\n'{}'\ncontiene caratteri non validi.\nNon può essere creata.\n\nPremere A - interrompi, B - salta, X - rinomina"
"Имя файла\n'{}'\nсодержит недопустимые символы.\nОн не может быть создан.\n\nНажмите A - прервать, B - пропустить, X - переименовать","Il nome del file\n'{}'\ncontiene caratteri non validi.\nNon può essere creato.\n\nPremi A - interrompi, B - salta, X - rinomina"
Инсталлируется romfs.bin,Installazione di romfs.bin
Инструменты,Strumenti
Информация о зарядке батареи,Informazioni sulla ricarica della batteria
Информация о контенте,Informazioni sul contenuto
Информация о контенте ({}),Informazioni sul contenuto ({})
 сортировка по дате создания, ordina per data di creazione
Информация о прошивке,Informazioni sul firmware
Информация о системе,Informazioni di sistema
Информация о сохранении,Informazioni di salvataggio
Информация о сохранении...,Informazioni di salvataggio...
Информация о тикете,Informazioni sul ticket
Информация о тикете...,Informazioni sul ticket...
Информация об NSP,Informazioni NSP
Информация об атмосфере,Informazioni su Atmosphere
Информация об игровой активности,Informazioni sull'attività di gioco
Информация об источние питания,Informazioni sulla fonte di alimentazione
 сортировка по имени, ordina per nome
Информация об оборудовании,Informazioni hardware
Информация...,Informazioni...
Испанский,Spagnolo
Использовано дополнительной памяти: {}. Создано буферов: {},Memoria aggiuntiva utilizzata: {}. Buffer creati: {}
Использовать 5 GHz,Usa 5 GHz
Использовать MSG_WAITALL в recv,Usa MSG_WAITALL in recv
Использовать для неё TitleID,Usa TitleID per essa
Использовать папку для...,Usa cartella per...
Использовать разгон,Usa overclocking
Использовать скрытый SSID,Usa SSID nascosto
 сортировка по имени игры, ordina per nome del gioco
Используется ,Usato 
Используется USB{},Utilizzo di USB{}
"Процесс обнуления продолжается,",procede secondo il piano. Il processo
Источник питания                : {},Fonte di alimentazione            : {}
Итальянский,Italiano
Ищется control для ProgramId {},Ricerca control per ProgramId {}
Ищется exefs/romfs для ProgramId {},Ricerca exefs/romfs per ProgramId {}
Ищется exefs/romfs/logo для ProgramId {},Ricerca di exefs/romfs/logo per ProgramId {}
Ищется {},Ricerca di {}
 сортировка по месту установки, ordina per posizione di installazione
Июль,Luglio
Июнь,Giugno
Канадский французский,Francese canadese
"Когда ваше устройство подключится, нажмите любую кнопку",Premi un pulsante qualsiasi quando il dispositivo si connette
Код партии батареи    : {} ({}),Codice lotto batteria : {} ({})
Кодировка,Codifica
Конвертация в фейковые ,Conversione in falsi 
Конец игры            : -,Fine del gioco        : -
Конец игры            : {},Fine del gioco        : {}
 сортировка по общему размеру, ordina per dimensione totale
Контент уже на месте,Il contenuto è già presente
Копирование IVFC слой {} в nca: {},Copia del livello IVFC {} in nca: {}
Копирование PFS0 в nca,Copia di PFS0 in nca
Копирование PFS0 хэш таблицы в nca,Copia della tabella hash PFS0 in nca
Копирование SDK {} в файл: {}...,Copia di SDK {} nel file: {}...
Копировать,Copia
Корейский,Coreano
Корень не найден,Root non trovata
Корень сохранения не существует,La radice del salvataggio non esiste
 сортировка по пользователю, ordina per utente
Корея,Corea
Курсор на обеих панелях,Cursore su entrambi i pannelli
Латиноамериканский испанский,Spagnolo latinoamericano
Май,Maggio
Март,Marzo
Масштаб: По ширине,Scala: Adatta alla larghezza
Масштаб: По экрану,Scala: Adatta allo schermo
Масштаб: Точка в точку,Scala: Pixel perfetto
Масштаб: Увеличение x2,Scala: Ingrandimento x2
 сортировка по порядку игры, ordina per ordine di gioco
Место в  NAND         : {},Spazio in NAND       : {}
Место на SD карте     : {},Spazio su scheda SD     : {}
Место на приставке не занято,Nessuno spazio occupato sulla console
Место установки        : ,Posizione installazione: 
Мета контент отсутствует,Contenuto meta mancante
Миссия провалена\n\nНажмите А для выхода,Missione fallita\n\nPremi A per uscire
Миссия успешна\n\nОсталось ходов: {}\n\nНажмите А для выхода,Missione riuscita\n\nMosse rimanenti: {}\n\nPremi A per uscire
Модификация файла не удалась,Modifica del file non riuscita
На выбранном устройстве нет достаточного свободного места для установки,Non c'è abbastanza spazio libero sul dispositivo selezionato per l'installazione
На месте нет достаточно свободного места,Spazio libero insufficiente
 сортировка по размеру, ordina per dimensione
Нажмите (+) для перезаписи конфига обновлённым\n\nЛюбую другую кнопку для пропуска,Premi (+) per sovrascrivere la configurazione con quella aggiornata\n\nQualsiasi altro pulsante per saltare
"Нажмите (+) для удаления, любую другую кнопку для пропуска...\n (-) Удалять все, больше не спрашивая","Premi (+) per eliminare, qualsiasi altro pulsante per saltare...\n (-) Elimina tutto senza chiedere più"
"Нажмите A, чтобы продолжить, другую кнопку, чтобы выйти","Premi A per continuare, un altro pulsante per uscire"
"Нажмите B, чтобы вернуться",Premi B per tornare
Нажмите любую кнопку,Premi un pulsante qualsiasi
Название: ,Nome: 
Найден SDK: {},SDK trovato: {}
Найден {} зарегистрированный контент-файл,Trovato {} file di contenuto registrato
Найден {} контент-файл,Trovato {} file di contenuto
Найден {} пользователь,Trovato {} utente
%% заряд-разряд    : {},%% carica-scarica    : {}
Найден {} потерянный контент-файл,Trovato {} file di contenuto orfano
Найден {} файл,Trovato {} file
Найден {} файл с ошибками,Trovato {} file con errori
Найден и удалён {} неиспользуемый тикет,Trovato ed eliminato {} ticket inutilizzato
Найдена {} запись об игре,Trovata {} voce di gioco
Найдена {} запись об ошибках,Trovato {} record di errore
Найдена {} установленная игра,Trovato {} gioco installato
Найдено {} записей об играх,Trovati {} record di giochi
Найдено {} записей об ошибках,Trovati {} report di errore
Найдено {} записи об играх,Trovate {} voci di giochi
Весь секрет таится в фундаментальном,regolarmente una crescita negativa.
({}/{}) Устанавливается {},({}/{}) Installazione di {}
Найдено {} записи об ошибках,Trovati {} report di errore
Найдено {} зарегистрированных контент-файла,Trovati {} file di contenuto registrati
Найдено {} зарегистрированных контент-файлов,Trovati {} file di contenuto registrati
Найдено {} контент-файла,Trovati {} file di contenuto
Найдено {} контент-файлов,{} file di contenuto trovati
Найдено {} обновление,{} aggiornamento trovato
Найдено {} обновлений,Trovati {} aggiornamenti
Найдено {} обновления,Trovati {} aggiornamenti
Найдено {} пользователей,Trovati {} utenti
Найдено {} пользователя,Trovato {} utente
Найдено {} потерянных контент-файла,Trovati {} file di contenuto persi
Найдено {} потерянных контент-файлов,Trovati {} file di contenuto orfani
Найдено {} сохранение,Trovato {} salvataggio
Найдено {} сохранение...,Trovato {} salvataggio...
Найдено {} сохранений,Trovati {} salvataggi
Найдено {} сохранений...,Trovati {} salvataggi...
Найдено {} сохранения,Trovati {} salvataggi
Найдено {} сохранения...,Trovati {} salvataggi...
Найдено {} установленные игры,Trovati {} giochi installati
Найдено {} установленных игр,Trovati {} giochi installati
Найдено {} файла,{} file trovato
Найдено {} файла с ошибками,Trovati {} file con errori
Найдено {} файлов,{} file trovati
Найдено {} файлов с ошибками,Trovati {} file con errori
Найдено и удалено {} неиспользуемых тикета,Trovati e rimossi {} ticket inutilizzati
Найдено и удалено {} неиспользуемых тикетов,Trovati e rimossi {} ticket inutilizzati
Найдено существующее сохранение. Восстанавливаю бекап в него...,Salvataggio esistente trovato. Ripristino del backup...
Настройки,Impostazioni
Настройки DBI,Impostazioni DBI
Настройки FB2,Impostazioni FB2
Начало игры           : -,Inizio del gioco       : -
Начало игры           : {},Inizio del gioco       : {}
Начало создания Control.nca,Inizio creazione Control.nca
Начало создания Program.nca,Inizio creazione Program.nca
Начало установки. Место установки: ,Installazione avviata. Posizione di installazione: 
Начать установку,Avvia installazione
Не доступно,Non disponibile
Не известно,Sconosciuto
"Не найден USB диск, который смог бы вместить получившийся дамп. Убедитесь, что он отформатирован в ExFAT.",Nessuna unità USB trovata in grado di contenere il dump risultante. Assicurati che sia formattata in ExFAT.
Не найдены требуемые тикеты,Ticket richiesti non trovati
. Время простоя \x1b[33;1m{:02}:{:02}:{:02}\x1b[37;1m,. Tempo di inattività \x1b[33;1m{:02}:{:02}:{:02}\x1b[37;1m
Не получилось создать NSP,Impossibile creare NSP
Не удалось получить список,Impossibile recuperare l'elenco
Не удалось установить аватар\n{},Impossibile impostare l'avatar\n{}
Не установлен,Non installato
Невозможно найти путь,Impossibile trovare il percorso
Невозможно открыть папку журналов ошибок,Impossibile aprire la cartella dei log degli errori
Невозможно переименовать '{}' в '{}':,Impossibile rinominare '{}' in '{}':
Невозможно получить список LFS,Impossibile ottenere l'elenco LFS
Невозможно получить список пользователей,Impossibile recuperare l'elenco utenti
Невозможно получить статус связи с Nintendo Account,Impossibile ottenere lo stato del collegamento dell'account Nintendo
...готово,...fatto
Невозможно получить число записей об ошибках,Impossibile ottenere il numero di record di errore
Невозможно прочитать общие тикеты,Impossibile leggere i ticket comuni
Невозможно прочитать персонализированные тикеты,Impossibile leggere i ticket personalizzati
Невозможно разобрать content meta,Impossibile analizzare content meta
Невозможно разобрать content meta. Неожиданная ошибка,Impossibile analizzare il content meta. Errore imprevisto
Невозможно разобрать content meta. УСТАРЕВШАЯ ПРОШИВКА. Требуется обновление HOS,Impossibile analizzare il content meta. FIRMWARE OBSOLETO. Aggiornamento HOS richiesto
Невозможно разобрать nca. УСТАРЕВШАЯ ПРОШИВКА. Требуется обновление HOS,Impossibile analizzare nca. FIRMWARE OBSOLETO. Aggiornamento HOS richiesto
Невозможно разобрать индекс кеша,Impossibile analizzare l'indice della cache
Невозможно распаковать '{}':,Impossibile estrarre '{}':
Невозможно скопировать файл\n   '{}'\n➡ '{}'\n,Impossibile copiare il file\n   '{}'\n➡ '{}'\n
Невозможно смонтировать сохранение,Impossibile montare il salvataggio
Невозможно смонтировать устройство сохраниения,Impossibile montare il dispositivo di salvataggio
Невозможно создать выходной zip-файл: ,Impossibile creare il file zip di output: 
Невозможно создать каталог,Impossibile creare la directory
Невозможно создать каталог '{}':,Impossibile creare la directory '{}':
Невозможно создать файл,Impossibile creare il file
Невозможно создать файл '{}':,Impossibile creare il file '{}':
Недопустимый идентификатор,Identificatore non valido
Неизвестная игра [{:016x}],Gioco sconosciuto [{:016x}]
: {:>4} сохранение,: {:>4} salvataggio
Неизвестно,Sconosciuto
Неизвестный тайтл,Titolo sconosciuto
Неиспользуемый тикет: ,Ticket non utilizzato: 
Немецкий,Tedesco
Неправильное хранилище,Archiviazione non valida
Неправильный родительский объект,Oggetto genitore non valido
Нет,No
Нет ,No 
Нет VFS. Прекращение работы,Nessun VFS. Terminazione
Нет exefs VFS. Прекращение работы,Nessun exefs VFS. Terminazione
: {:>4} сохранений,: {:>4} salvataggi
Нет logo VFS. Прекращение работы,Nessun logo VFS. Terminazione
Нет romfs VFS. Прекращение работы,Nessun romfs VFS. Terminazione
Нет лого,Nessun logo
Нечего устанавливать,Niente da installare
Никнейм консоли         : {},Nickname della console  : {}
А у соседей чипы якобы добывают,i razzi cadono perché mancano chip
Новое имя для '{}',Nuovo nome per '{}'
Новый каталог,Nuova directory
Новый размер сохранения в МБ,Nuova dimensione salvataggio in MB
Новый рейтинг (-1 для удаления),Nuova valutazione (-1 per rimuovere)
: {:>4} сохранения,: {:>4} salvataggi
Номер страницы,Numero di pagina
Ночь,Notte
Нужен связанный аккаунт,Account collegato richiesto
ОШИБКА ПОЛУЧЕНИЯ ЭКСТРА ДАННЫХ,ERRORE NEL RECUPERO DEI DATI EXTRA
Обнаружены недопустимые символы,Caratteri non validi rilevati
Обновить DBI,Aggiorna DBI
Обновить DBI из этого файла,Aggiorna DBI da questo file
Обновить TitleDB,Aggiorna TitleDB
   {:>3} мин,   {:>3} min
Обновление TitleDB,Aggiornamento TitleDB
Обновление базы данных...,Aggiornamento database...
Обновление версии до {} {}\n\nНажмите (+) для продолжения\nЛюбую другую кнопку для отмены,Aggiornamento alla versione {} {}\n\nPremi (+) per continuare\nQualsiasi altro pulsante per annullare
Обновление времени...,Aggiornamento ora...
Обновление закончено\n\nНажмите любую кнопку\nдля перезапуска DBI,Aggiornamento completato\n\nPremi un pulsante qualsiasi\nper riavviare DBI
Обновление фейковой записи {} ➡ [v{}],Aggiornamento record fittizio {} ➡ [v{}]
Обновление. Пожалуйста подождите...,Aggiornamento. Attendere prego...
Обновляется запись об игре...,Aggiornamento record di gioco...
Обрабатывается запись {:016X},Elaborazione record {:016X}
Обратный альбом (180°),Album invertito (180°)
Обратный портрет (270°),Ritratto inverso (270°)
Общее время активной игры     : {} часов,Tempo di gioco attivo totale     : {} ore
Общее время дампа {:d}:{:02d}:{:02d},Tempo totale di dump {:d}:{:02d}:{:02d}
Общее время запущенных игр    : {} часов,Tempo di gioco totale    : {} ore
Общее время игры      : -,Tempo di gioco totale      : -
Общее время игры      : {:d} часов {:02d} минут,Tempo di gioco totale      : {:d} ore {:02d} minuti
Общее время установки: {:d}:{:02d}:{:02d},Tempo totale di installazione: {:d}:{:02d}:{:02d}
Общее время: {:02}:{:02}:{:02},Tempo totale: {:02}:{:02}:{:02}
Общее занимаемое место: N:{} + S:{} = {},Spazio totale occupato: N:{} + S:{} = {}
Общее число запусков  : -,Numero totale di avvii : -
Общее число игровых сессий    : {},Numero totale di sessioni di gioco    : {}
Общие,Generale
Общий размер передачи  : ,Dimensione totale trasferimento : 
Общий размер установки : ,Dimensione totale installazione : 
Общий размер установки: {},Dimensione totale installazione: {}
Объединение списков,Unisci elenchi
Объект {} не допустим,L'oggetto {} non è consentito
Объект {} не может быть создан,L'oggetto {} non può essere creato
Объект не открыт для редактирования,L'oggetto non è aperto per la modifica
Объект удалён,Oggetto eliminato
Bluetooth MAC адрес   : {:02X}:{:02X}:{:02X}:{:02X}:{:02X}:{:02X},Indirizzo MAC Bluetooth : {:02X}:{:02X}:{:02X}:{:02X}:{:02X}:{:02X}
Объект уже открыт для редактирования,L'oggetto è già aperto per la modifica
Огибка получения адреса сокета: {} {},Errore durante il recupero dell'indirizzo del socket: {} {}
Ожидаемый размер: {},Dimensione prevista: {}
Ожидается ,Previsto 
Ожидается большой (>4GB) файл,File di grandi dimensioni (>4GB) previsto
Ожидается запуск dbibackend на стороне ПК...,In attesa dell'avvio di dbibackend sul PC...
Ожидание включения интерфейса: ,In attesa dell'attivazione dell'interfaccia: 
Ожидание: {} секунд,Attesa: {} secondi
Ожидание: {} секунда,Attesa: {} secondo
Ожидание: {} секунды,Attesa: {} secondi
CDIR в листинге,CDIR nell'elenco
Ориентация,Orientamento
Ориентация...,Orientamento...
Освобождено места в NAND: ,Spazio NAND liberato: 
Освобождено места на SD : ,Spazio liberato su SD : 
Основной SDK не найден. Пробуем мультипрограмный вариант,SDK principale non trovato. Provo variante multiprogramma
Оставить сохранения,Mantieni i salvataggi
Осталось ходов:    {:>3},Mosse rimanenti:    {:>3}
Остаток файла пропускается,Il resto del file viene saltato
Отключение связи с мобильным приложением...,Disconnessione dall'app mobile...
Configuration Id1     : {},Configuration Id1     : {}
Открываем папку прошивки...,Apertura cartella firmware...
Открыть,Apri
Открыть вторую панель,Apri secondo pannello
Открыть как 7Z,Apri come 7Z
Открыть как RAR,Apri come RAR
Открыть как ZIP,Apri come ZIP
Открыть как hex,Apri come hex
Открыть как текст,Apri come testo
Открыть контент по MTP,Apri contenuto tramite MTP
Открыть папку LFS,Apri cartella LFS
Content meta не найден. Установка прервана,Meta contenuto non trovato. Installazione interrotta
Отослано {}/{} байт,Inviati {}/{} byte
Отсутствуют ES сигпатчи!,Mancano i sigpatch ES!
Очистка /atmosphere/contents,Pulizia di /atmosphere/contents
Очистка кеша rightsId...,Cancellazione cache rightsId...
Очистка папки...,Pulizia cartella...
Очистка плейсхолдеров...,Cancellazione segnaposto...
Очистка системы от мусора,Pulizia del sistema dalla spazzatura
Очистка сохранений,Cancellazione salvataggi
Очистка...,Pulizia...
Ошибка FTP сервера,Errore del server FTP
DBI Просмотр альбома,DBI Visualizzazione album
Ошибка во время копирования файла,Errore durante la copia del file
Ошибка во время обновления тайтла,Errore durante l'aggiornamento del titolo
Ошибка выделения сокета: {},Errore di allocazione socket: {}
Ошибка завершения соединения: {},Errore di chiusura connessione: {}
Ошибка загрузки картинки,Errore nel caricamento dell'immagine
Ошибка загрузки файла из альбома: {},Errore nel caricamento del file dall'album: {}
Ошибка закрытия сокета: {},Errore di chiusura del socket: {}
Ошибка записи файла: {},Errore di scrittura del file: {}
Ошибка изменения размера файла,Errore nel ridimensionamento del file
Ошибка инициализации {}: {},Errore di inizializzazione {}: {}
"DPAD и стики - прокрутка, L - стр. вверх, R - стр. вниз","DPAD e stick - scorrimento, L - pagina su, R - pagina giù"
Ошибка опроса сокета: {},Errore di polling del socket: {}
Ошибка открытия каталога: {},Errore nell'apertura della directory: {}
Ошибка открытия сокета: {},Errore apertura socket: {}
Ошибка открытия файла,Errore nell'apertura del file
Ошибка открытия файла '{}': {},Errore nell'apertura del file '{}': {}
Ошибка открытия файла: {},Errore nell'apertura del file: {}
Ошибка отсылки: {},Errore di invio: {}
Ошибка переименования: {},Errore di rinomina: {}
Ошибка подключения: {},Errore di connessione: {}
Ошибка подмены SDK: {},Errore di sostituzione SDK: {}
"DPAD и стики - прокрутка, L - стр. вверх, R - стр. вниз, R3 - Текст/Hex","DPAD e stick - scorrimento, L - pag. su, R - pag. giù, R3 - Testo/Hex"
Ошибка получения адреса узла: {},Errore durante il recupero dell'indirizzo del nodo: {}
Ошибка получения внеочередных данных: {},Errore nel recupero dei dati fuori banda: {}
Ошибка получения имени сокета: {} {},Errore durante il recupero del nome del socket: {} {}
Ошибка получения информаци о файле: {},Errore durante il recupero delle informazioni del file: {}
Ошибка получения размера файла: {},Errore durante il recupero della dimensione del file: {}
Ошибка получения флагов сокета: {},Errore durante il recupero dei flag del socket: {}
Ошибка получения хранилища {},Errore nel recupero dell'archiviazione {}
Ошибка получения: {},Errore di recupero: {}
Ошибка получения: {} {},Errore di recupero: {} {}
Ошибка посылки файла: {},Errore invio file: {}
   Получение списка бекапов...   ,   Recupero elenco backup...   
Ошибка привязки сокета к порту {}: {},Errore nel binding del socket alla porta {}: {}
Ошибка привязки: {},Errore di binding: {}
Ошибка принятия соединения: {} {},Errore di accettazione connessione: {} {}
Ошибка приёма соединения: {},Errore ricezione connessione: {}
Ошибка проверси метки сокета: {},Errore di verifica dell'etichetta del socket: {}
Ошибка прослушивания: {},Errore di ascolto: {}
Ошибка прослушки сокета: {},Errore di ascolto del socket: {}
Ошибка сжатия,Errore di compressione
Ошибка создания каталога: {},Errore durante la creazione della directory: {}
Ошибка создания сокета: {},Errore nella creazione del socket: {}
DPAD/Стики - Навигация по страницам\n\n     ZR+ZL - Переход к странице... \n\n       L/R - Навигация по главам   \n\n       (-) - Эта подсказка         \n\n       (+) - Меню                  ,DPAD/Stick - Navigazione pagine\n\n     ZR+ZL - Vai a pagina... \n\n       L/R - Navigazione capitoli   \n\n       (-) - Questo suggerimento         \n\n       (+) - Menu                  
Ошибка создания сохранения,Errore durante la creazione del salvataggio
Ошибка удаления каталога: {},Errore durante l'eliminazione della directory: {}
Ошибка удаления файла: {},Errore durante l'eliminazione del file: {}
Ошибка установки флагов сокета: {},Errore nell'impostazione dei flag del socket: {}
Ошибка чтения записи об игре: {},Errore nella lettura del record di gioco: {}
Ошибка чтения каталога: {},Errore di lettura della directory: {}
Ошибка чтения регистров max17050: ,Errore nella lettura dei registri max17050: 
Ошибка чтения сохранённых параметров контроллера: ,Errore nella lettura dei parametri salvati del controller: 
Ошибка чтения файла: {},Errore di lettura del file: {}
DeviceId                : {0:} ({0:016X}),DeviceId                : {0:} ({0:016X})
Ошибок не найдено,Nessun errore trovato
Ошибочный номер DLC (Должен быть в диапазоне 0x001-0x7FF),Numero DLC non valido (Deve essere nell'intervallo 0x001-0x7FF)
Ошибочный номер DLC (Должен быть в диапазоне 1-2047),Numero DLC non valido (Deve essere nell'intervallo 1-2047)
"Ошибочный тикет {0}: kg {1:02X}, pm {2:02X}","Ticket non valido {0}: kg {1:02X}, pm {2:02X}"
Папка LFS не найдена,Cartella LFS non trovata
Папка для бекапа сохранений,Cartella backup dati di salvataggio
Папка для дампа игр,Cartella dump giochi
Папка журналов,Cartella dei log
Папка обновления очищена,Cartella aggiornamenti svuotata
DramId                  : {} ({}),DramId                  : {} ({})
Параметры FTP,Impostazioni FTP
Параметры MTP,Impostazioni MTP
Параметры установки,Opzioni di installazione
Пароль,Password
Перевернуть джойконы,Capovolgi joycon
Перевернуть экран,Capovolgi schermo
Передача окончена,Trasferimento completato
Переименование объекта,Rinomina oggetto
