original,translation
Выбрать все файлы игры,Selecionar todos os arquivos do jogo
Выбрать того же пользователя,Selecionar o mesmo usuário
Выбрать ту же игру,Selecionar o mesmo jogo
Выйти из DBI            :,Sair do DBI                    :
Выключать экран,Desligar tela
Выключить экран         :,Desligar tela                  :
 Запуск игры, Iniciando jogo
Вырезать,Recortar
Выход на рабочий стол,Sair para o menu HOME
Вычисление хэша,Calculando hash
Вычисленное время конца : {},Tempo de término calculado : {}
Вычисленное время начала: {},Hora de início calculada: {}
Генерация DLC [{:016X}][v{}],Gerando DLC [{:016X}][v{}]
Генерация DLC анлокера...,Gerando desbloqueador de DLC...
Генерируется анлокер для {:016X} с номером {} и версией {}...,Gerando desbloqueador para {:016X} com número {} e versão {}...
Генерируется ярлык для пути '{}' и аргументов '{}'...,Gerando atalho para o caminho '{}' e argumentos '{}'...
 Логаут пользователя \x1b[36;1m{}\x1b[37;1m, Encerrando sessão do usuário \x1b[36;1m{}\x1b[37;1m
Главное меню,Menu principal
Голландский,Holandês
"Да, я уверен","Sim, tenho certeza"
Дамп анлокера в '{}'...,Despejando desbloqueador em '{}'...
Дамп текущей прошивки,Dump do firmware atual
Дамп ярлыка в '{}'...,Despejando atalho em '{}'...
Дата первого игрового события : {},Data do primeiro evento de jogo : {}
Действия с файлами,Operações de arquivos
Действия с файлами ({}),Ações de arquivo ({})
 Логин пользователя \x1b[36;1m{}\x1b[37;1m, Nome de usuário \x1b[36;1m{}\x1b[37;1m
Декабрь,Dezembro
День,Dia
Диаграмма активности,Gráfico de atividade
Для бекапов,Para backups
Для выхода нажмите любую кнопку,Pressione qualquer botão para sair
Для дампов,Para dumps
Для логов,Para logs
Добавить в любимые,Adicionar aos favoritos
Добавлять суффикс к имени файла,Adicionar sufixo ao nome do arquivo
Достаточное питание            : {},Alimentação suficiente         : {}
 Переключение на игру, Alternando para o jogo
Европа,Europa
Есть исправление RCM бага    : {},Correção de bug RCM presente : {}
"Есть несохранёные изменения.\nВы хотите их сохранить?\n\n(+) - Да, сохранить\n\n(-) - Выйти без сохранения\n\nДругая кнопка - Отмена","Existem alterações não salvas.\nDeseja salvá-las?\n\n(+) - Sim, salvar\n\n(-) - Sair sem salvar\n\nOutro botão - Cancelar"
Желаемая версия: {},Versão desejada: {}
Журнал активности,Registro de atividades
Журналирование действий,Registro de ações
Завершено,Concluído
Загружается список обновлений...,Carregando lista de atualizações...
Загружено ,Carregado 
Загрузка изображения...,Carregando imagem...
 Режим работы изменился: {}, Modo de operação alterado: {}
Загрузка текста...{}%,Carregando texto...{}%
Загрузка файла... {}%,Carregando arquivo... {}%
Задать размер файла {} не удалось: {},Falha ao definir o tamanho do arquivo {}: {}
Закладки на SD,Favoritos no SD
Закончено за {:02d}:{:02d}:{:02d},Concluído em {:02d}:{:02d}:{:02d}
Закончилась память при посылке ответа,Memória esgotada ao enviar resposta
Закончились дополнительные буферы. Скорость записи на носитель слишком низка,Buffers adicionais esgotados. A velocidade de gravação no armazenamento é muito baixa
Закрытие соединения,Fechando conexão
Закрытие соединения к {}:{},Fechando conexão com {}:{}
 Сброс системных часов, Redefinir relógio do sistema
Запаковать LFS в romfs.bin,Empacotar LFS em romfs.bin
Запаковать в romfs.bin,Empacotar em romfs.bin
Запаковка папки в RomFS,Empacotando pasta em RomFS
Записанное время конца  : {},Horário de término gravado  : {}
Записанное время начала : {},Hora de início registrada : {}
Запись в CAL0 разрешена      : {},Gravação em CAL0 permitida   : {}
Запись в файл...,Gravando no arquivo...
Запись за пределами файла,Gravação além do arquivo
Заполнение нулями,Preenchimento com zeros
Заполнить свободное место на SD нулями,Preencher espaço livre no SD com zeros
 Сворачивание игры, Suspendendo jogo
Запрет захвата видео,Proibir captura de vídeo
Запрет скриншотов,Proibição de capturas de tela
Запрещено,Proibido
Запрос на удаление ,Solicitação de exclusão 
Запускавшиеся игры,Jogos iniciados
Запускать точку доступа,Iniciar ponto de acesso
Запустить FTP сервер,Iniciar servidor FTP
Запустить FTP сервер...,Iniciar servidor FTP...
Запустить HTTP сервер,Iniciar servidor HTTP
Запустить HTTP сервер...,Iniciando servidor HTTP...
 Состояние электропитания изменилось: {}, Estado de energia alterado: {}
Запустить МТР соединение,Iniciar conexão MTP
Запустить случайную игру,Iniciar jogo aleatório
Заряд батареи                  : {},Carga da bateria               : {}
Заряд батареи                  : {}%,Carga da bateria               : {}%
Заряд батареи (сырое значение) : {}%,Carga da bateria (valor bruto) : {}%
Зарядка батареи                : {},Carga da bateria               : {}
Здесь пусто,Nada aqui
Игра анонсирует SDK {},O jogo anuncia SDK {}
" и {} новое DLC,"," e {} novo DLC,"
"Игра анонсирует более новый SDK ({}), чем текущая прошивка ({})",O jogo requer um SDK mais recente ({}) do que o firmware atual ({})
Игра использует titleId от дополнения,O jogo usa o titleId do DLC
Игра использует titleId от обновления,O jogo usa o titleId da atualização
Извлечь в LFS,Extrair para LFS
Изменение размера сохранения на {} [{}]...,Redimensionando salvamento para {} [{}]...
Изменить версию DLC (десятичную),Alterar versão do DLC (decimal)
Изменить номер DLC (десятичный),Alterar número DLC (decimal)
Изменить номер DLC (шестнадцатеричный),Alterar número DLC (hexadecimal)
Изменён размер SaveFS,Tamanho do SaveFS alterado
" и {} новых DLC,"," e {} novos DLCs,"
Импорт исправленного тикета...,Importando ticket corrigido...
Импорт тикета...,Importando ticket...
Имя     : ,Nome    : 
"Имя каталога\n'{}'\nсодержит недопустимые символы.\nОн не может быть создан.\n\nНажмите A - прервать, B - пропустить, X - переименовать","O nome do diretório\n'{}'\ncontém caracteres inválidos.\nNão pode ser criado.\n\nPressione A - cancelar, B - pular, X - renomear"
"Имя файла\n'{}'\nсодержит недопустимые символы.\nОн не может быть создан.\n\nНажмите A - прервать, B - пропустить, X - переименовать","O nome do arquivo\n'{}'\ncontém caracteres inválidos.\nNão pode ser criado.\n\nPressione A - cancelar, B - pular, X - renomear"
Инсталлируется romfs.bin,Instalando romfs.bin
Инструменты,Ferramentas
Информация о зарядке батареи,Informações sobre carregamento da bateria
Информация о контенте,Informações do conteúdo
Информация о контенте ({}),Informações do conteúdo ({})
 сортировка по дате создания, ordenar por data de criação
Информация о прошивке,Informações do firmware
Информация о системе,Informações do sistema
Информация о сохранении,Informações de salvamento
Информация о сохранении...,Informações de salvamento...
Информация о тикете,Informações do ticket
Информация о тикете...,Informações do ticket...
Информация об NSP,Informações NSP
Информация об атмосфере,Informações do Atmosphere
Информация об игровой активности,Informações sobre atividade de jogo
Информация об источние питания,Informações sobre a fonte de alimentação
 сортировка по имени, ordenar por nome
Информация об оборудовании,Informações do hardware
Информация...,Informação...
Испанский,Espanhol
Использовано дополнительной памяти: {}. Создано буферов: {},Memória adicional utilizada: {}. Buffers criados: {}
Использовать 5 GHz,Usar 5 GHz
Использовать MSG_WAITALL в recv,Usar MSG_WAITALL em recv
Использовать для неё TitleID,Usar TitleID para ela
Использовать папку для...,Usar pasta para...
Использовать разгон,Usar overclocking
Использовать скрытый SSID,Usar SSID oculto
 сортировка по имени игры, ordenar por nome do jogo
Используется ,Usado 
Используется USB{},Usando USB{}
Источник питания                 : {},Fonte de alimentação                      : {}
Итальянский,Italiano
Ищется control для ProgramId {},Procurando control para ProgramId {}
Ищется exefs/romfs для ProgramId {},Procurando exefs/romfs para ProgramId {}
Ищется exefs/romfs/logo для ProgramId {},Procurando exefs/romfs/logo para ProgramId {}
Ищется {},Procurando {}
 сортировка по месту установки, ordenar por local de instalação
Июль,Julho
Июнь,Junho
Канадский французский,Francês canadense
"Когда ваше устройство подключится, нажмите любую кнопку",Pressione qualquer botão quando o dispositivo se conectar
Код партии батареи    : {} ({}),Código de lote bateria: {} ({})
Кодировка,Codificação
Конвертация в фейковые ,Conversão para falsos 
Конец игры            : -,Fim do jogo           : -
Конец игры            : {},Fim do jogo           : {}
 сортировка по общему размеру, ordenar por tamanho total
Контент уже на месте,O conteúdo já está no lugar
Копирование IVFC слой {} в nca: {},Copiando camada IVFC {} para nca: {}
Копирование PFS0 в nca,Copiando PFS0 para nca
Копирование PFS0 хэш таблицы в nca,Copiando tabela hash PFS0 para nca
Копирование SDK {} в файл: {}...,Copiando SDK {} para o arquivo: {}...
Копировать,Copiar
Корейский,Coreano
Корень не найден,Raiz não encontrada
Корень сохранения не существует,A raiz de salvamento não existe
 сортировка по пользователю, ordenar por usuário
Корея,Coreia
Курсор на обеих панелях,Cursor em ambos os painéis
Латиноамериканский испанский,Espanhol latino-americano
Май,Maio
Март,Março
Масштаб: По ширине,Escala: Ajustar à largura
Масштаб: По экрану,Escala: Ajustar à tela
Масштаб: Точка в точку,Escala: Pixel perfeito
Масштаб: Увеличение x2,Escala: Ampliação x2
 сортировка по порядку игры, ordenar por ordem do jogo
Место в  NAND         : {},Espaço em NAND       : {}
Место на SD карте     : {},Espaço no cartão SD     : {}
Место на приставке не занято,Nenhum espaço ocupado no console
Место установки         :,Local de instalação            :
Мета контент отсутствует,Conteúdo meta ausente
Миссия провалена\n\nНажмите А для выхода,Missão falhou\n\nPressione A para sair
Миссия успешна\n\nОсталось ходов: {}\n\nНажмите А для выхода,Missão bem-sucedida\n\nMovimentos restantes: {}\n\nPressione A para sair
Модификация файла не удалась,Falha na modificação do arquivo
На выбранном устройстве нет достаточного свободного места для установки,Não há espaço livre suficiente no dispositivo selecionado para a instalação
На месте нет достаточно свободного места,Espaço livre insuficiente
 сортировка по размеру, ordenar por tamanho
Нажмите (+) для перезаписи конфига обновлённым\n\nЛюбую другую кнопку для пропуска,Pressione (+) para sobrescrever a configuração com a atualizada\n\nQualquer outro botão para pular
"Нажмите (+) для удаления, любую другую кнопку для пропуска...\n (-) Удалять все, больше не спрашивая","Pressione (+) para excluir, qualquer outro botão para pular...\n (-) Excluir tudo sem perguntar novamente"
"Нажмите A, чтобы продолжить, другую кнопку, чтобы выйти","Pressione A para continuar, outro botão para sair"
"Нажмите B, чтобы вернуться",Pressione B para voltar
Нажмите любую кнопку,Pressione qualquer botão
Название: ,Nome: 
Найден SDK: {},SDK encontrado: {}
Найден {} зарегистрированный контент-файл,Encontrado {} arquivo de conteúdo registrado
Найден {} контент-файл,Encontrado {} arquivo de conteúdo
Найден {} пользователь,Encontrado {} usuário
%% заряд-разряд     : {},%% carga-descarga     : {}
Найден {} потерянный контент-файл,Encontrado {} arquivo de conteúdo órfão
Найден {} файл,{} arquivo encontrado
Найден {} файл с ошибками,Encontrado {} arquivo com erros
Найден и удалён {} неиспользуемый тикет,Encontrado e excluído {} ticket não utilizado
Найдена {} запись об игре,Encontrada {} entrada de jogo
Найдена {} запись об ошибках,Encontrado {} registro de erro
Найдена {} установленная игра,Encontrado {} jogo instalado
Найдено {} записей об играх,Encontrados {} registros de jogos
Найдено {} записей об ошибках,Encontrados {} relatórios de erros
Найдено {} записи об играх,Encontradas {} entradas de jogos
({}/{}) Устанавливается {},({}/{}) Instalando {}
Найдено {} записи об ошибках,Encontrados {} relatórios de erros
Найдено {} зарегистрированных контент-файла,Encontrados {} arquivos de conteúdo registrados
Найдено {} зарегистрированных контент-файлов,Encontrados {} arquivos de conteúdo registrados
Найдено {} контент-файла,Encontrados {} arquivos de conteúdo
Найдено {} контент-файлов,{} arquivos de conteúdo encontrados
Найдено {} обновление,{} atualização encontrada
Найдено {} обновлений,Encontradas {} atualizações
Найдено {} обновления,Encontradas {} atualizações
Найдено {} пользователей,{} usuários encontrados
Найдено {} пользователя,{} usuário encontrado
Найдено {} потерянных контент-файла,Encontrados {} arquivos de conteúdo perdidos
Найдено {} потерянных контент-файлов,Encontrados {} arquivos de conteúdo órfãos
Найдено {} сохранение,Encontrado {} salvamento
Найдено {} сохранение...,Encontrado {} arquivo salvo...
Найдено {} сохранений,Encontrados {} saves
Найдено {} сохранений...,Encontrados {} salvamentos...
Найдено {} сохранения,Encontrados {} salvamentos
Найдено {} сохранения...,Encontrados {} salvamentos...
Найдено {} установленные игры,Encontrados {} jogos instalados
Найдено {} установленных игр,Encontrados {} jogos instalados
Найдено {} файла,{} arquivo encontrado
Найдено {} файла с ошибками,Encontrados {} arquivos com erros
Найдено {} файлов,{} arquivos encontrados
Найдено {} файлов с ошибками,Encontrados {} arquivos com erros
Найдено и удалено {} неиспользуемых тикета,Encontrados e removidos {} tickets não utilizados
Найдено и удалено {} неиспользуемых тикетов,Encontrados e removidos {} tickets não utilizados
Найдено существующее сохранение. Восстанавливаю бекап в него...,Salvamento existente encontrado. Restaurando backup...
Настройки,Configurações
Настройки DBI,Configurações DBI
Настройки FB2,Configurações FB2
Начало игры           : -,Início do jogo         : -
Начало игры           : {},Início do jogo         : {}
Начало создания Control.nca,Iniciando criação de Control.nca
Начало создания Program.nca,Início da criação de Program.nca
Начало установки. Место установки: ,Instalação iniciada. Local de instalação: 
Начать установку,Iniciar instalação
Не доступно,Não disponível
Не известно,Desconhecido
"Не найден USB диск, который смог бы вместить получившийся дамп. Убедитесь, что он отформатирован в ExFAT.",Nenhuma unidade USB encontrada que possa conter o dump resultante. Certifique-se de que está formatada em ExFAT.
Не найдены требуемые тикеты,Tickets necessários não encontrados
. Время простоя \x1b[33;1m{:02}:{:02}:{:02}\x1b[37;1m,. Tempo ocioso \x1b[33;1m{:02}:{:02}:{:02}\x1b[37;1m
Не получилось создать NSP,Falha ao criar NSP
Не удалось получить список,Falha ao obter lista
Не удалось установить аватар\n{},Falha ao definir avatar\n{}
Не установлен,Não instalado
Невозможно найти путь,Não foi possível encontrar o caminho
Невозможно открыть папку журналов ошибок,Não é possível abrir a pasta de logs de erros
Невозможно переименовать '{}' в '{}':,Não é possível renomear '{}' para '{}':
Невозможно получить список LFS,Não foi possível obter a lista LFS
Невозможно получить список пользователей,Não foi possível obter a lista de usuários
Невозможно получить статус связи с Nintendo Account,Não foi possível obter o status de vinculação da conta Nintendo
...готово,...concluído
Невозможно получить число записей об ошибках,Não foi possível obter o número de registros de erros
Невозможно прочитать общие тикеты,Não é possível ler os tickets comuns
Невозможно прочитать персонализированные тикеты,Não foi possível ler os tickets personalizados
Невозможно разобрать content meta,Não foi possível analisar content meta
Невозможно разобрать content meta. Неожиданная ошибка,Não foi possível analisar o content meta. Erro inesperado
Невозможно разобрать content meta. УСТАРЕВШАЯ ПРОШИВКА. Требуется обновление HOS,Não foi possível analisar o content meta. FIRMWARE DESATUALIZADO. Atualização do HOS necessária
Невозможно разобрать nca. УСТАРЕВШАЯ ПРОШИВКА. Требуется обновление HOS,Não foi possível analisar nca. FIRMWARE DESATUALIZADO. Atualização do HOS necessária
Невозможно разобрать индекс кеша,Não foi possível analisar o índice de cache
Невозможно распаковать '{}':,Não é possível descompactar '{}':
Невозможно скопировать файл\n   '{}'\n➡ '{}'\n,Não é possível copiar o arquivo\n   '{}'\n➡ '{}'\n
Невозможно смонтировать сохранение,Não foi possível montar o save
Невозможно смонтировать устройство сохраниения,Não foi possível montar o dispositivo de salvamento
Невозможно создать выходной zip-файл: ,Não é possível criar o arquivo zip de saída: 
Невозможно создать каталог,Não foi possível criar o diretório
Невозможно создать каталог '{}':,Não é possível criar o diretório '{}':
Невозможно создать файл,Não é possível criar o arquivo
Невозможно создать файл '{}':,Não é possível criar o arquivo '{}':
Недопустимый идентификатор,Identificador inválido
Неизвестная игра [{:016x}],Jogo desconhecido [{:016x}]
: {:>4} сохранение,: {:>4} salvamento
Неизвестно,Desconhecido
Неизвестный тайтл,Título desconhecido
Неиспользуемый тикет: ,Ticket não utilizado: 
Немецкий,Alemão
Неправильное хранилище,Armazenamento inválido
Неправильный родительский объект,Objeto pai inválido
Нет,Não
Нет VFS. Прекращение работы,Sem VFS. Encerrando
Нет exefs VFS. Прекращение работы,Sem exefs VFS. Encerrando
: {:>4} сохранений,: {:>4} salvamentos
Нет logo VFS. Прекращение работы,Sem logo VFS. Encerrando
Нет romfs VFS. Прекращение работы,Sem romfs VFS. Encerrando
Нет лого,Sem logo
Нечего устанавливать,Nada para instalar
Никнейм консоли         : {},Apelido do console       : {}
Новое имя для '{}',Novo nome para '{}'
Новый каталог,Novo diretório
Новый размер сохранения в МБ,Novo tamanho de salvamento em MB
Новый рейтинг (-1 для удаления),Nova classificação (-1 para remover)
: {:>4} сохранения,: {:>4} salvamentos
Номер страницы,Número da página
Ночь,Noite
Нужен связанный аккаунт,Conta vinculada necessária
ОШИБКА ПОЛУЧЕНИЯ ЭКСТРА ДАННЫХ,ERRO AO OBTER DADOS EXTRAS
Обнаружены недопустимые символы,Caracteres inválidos detectados
Обновить DBI,Atualizar DBI
Обновить DBI из этого файла,Atualizar DBI a partir deste arquivo
Обновить TitleDB,Atualizar TitleDB
   {:>3} мин,   {:>3} min
Обновление TitleDB,Atualizando TitleDB
Обновление базы данных...,Atualizando banco de dados...
Обновление версии до {} {}\n\nНажмите (+) для продолжения\nЛюбую другую кнопку для отмены,Atualizando versão para {} {}\n\nPressione (+) para continuar\nQualquer outro botão para cancelar
Обновление времени...,Atualizando horário...
Обновление закончено\n\nНажмите любую кнопку\nдля перезапуска DBI,Atualização concluída\n\nPressione qualquer botão\npara reiniciar o DBI
Обновление фейковой записи {} ➡ [v{}],Atualizando registro falso {} ➡ [v{}]
Обновление. Пожалуйста подождите...,"Atualizando. Por favor, aguarde..."
Обновляется запись об игре...,Atualizando registro do jogo...
Обрабатывается запись {:016X},Processando registro {:016X}
Обратный альбом (180°),Álbum invertido (180°)
Обратный портрет (270°),Retrato invertido (270°)
Общее время активной игры     : {} часов,Tempo total de jogo ativo     : {} horas
Общее время дампа {:d}:{:02d}:{:02d},Tempo total de dump {:d}:{:02d}:{:02d}
Общее время запущенных игр    : {} часов,Tempo total de jogo    : {} horas
Общее время игры      : -,Tempo total de jogo      : -
Общее время игры      : {:d} часов {:02d} минут,Tempo total de jogo      : {:d} horas {:02d} minutos
Общее время установки: {:d}:{:02d}:{:02d},Tempo total de instalação: {:d}:{:02d}:{:02d}
Общее время: {:02}:{:02}:{:02},Tempo total: {:02}:{:02}:{:02}
Общее занимаемое место: N:{} + S:{} = {},Espaço total ocupado: N:{} + S:{} = {}
Общее число запусков  : -,Número total de execuções : -
Общее число игровых сессий    : {},Número total de sessões de jogo : {}
Общие,Geral
Общий размер передачи   :,Tamanho total da transferência :
Общий размер установки  :,Tamanho total da instalação    :
Общий размер установки: {},Tamanho total da instalação: {}
Объединение списков,Mesclar listas
Объект {} не допустим,O objeto {} não é permitido
Объект {} не может быть создан,O objeto {} não pode ser criado
Объект не открыт для редактирования,O objeto não está aberto para edição
Объект удалён,Objeto excluído
Bluetooth MAC адрес    : {:02X}:{:02X}:{:02X}:{:02X}:{:02X}:{:02X},Endereço MAC Bluetooth      : {:02X}:{:02X}:{:02X}:{:02X}:{:02X}:{:02X}
Объект уже открыт для редактирования,O objeto já está aberto para edição
Огибка получения адреса сокета: {} {},Erro ao obter endereço do socket: {} {}
Ожидаемый размер: {},Tamanho esperado: {}
Ожидается ,Esperado 
Ожидается большой (>4GB) файл,Arquivo grande (>4GB) esperado
Ожидается запуск dbibackend на стороне ПК...,Aguardando início do dbibackend no PC...
Ожидание включения интерфейса: ,Aguardando ativação da interface: 
Ожидание: {} секунд,Aguardando: {} segundos
Ожидание: {} секунда,Aguardando: {} segundo
Ожидание: {} секунды,Aguardando: {} segundos
CDIR в листинге,CDIR na listagem
Ориентация,Orientação
Ориентация...,Orientação...
Освобождено места в NAND: ,Espaço NAND liberado: 
Освобождено места на SD : ,Espaço liberado no SD : 
Основной SDK не найден. Пробуем мультипрограмный вариант,SDK principal não encontrado. Tentando variante multiprograma
Оставить сохранения,Manter dados salvos
Осталось ходов:    {:>3},Jogadas restantes:    {:>3}
Остаток файла пропускается,O restante do arquivo é ignorado
Отключение связи с мобильным приложением...,Desconectando do aplicativo móvel...
Configuration Id1      : {},Configuration Id1           : {}
Открываем папку прошивки...,Abrindo pasta de firmware...
Открыть,Abrir
Открыть вторую панель,Abrir segundo painel
Открыть как 7Z,Abrir como 7Z
Открыть как RAR,Abrir como RAR
Открыть как ZIP,Abrir como ZIP
Открыть как hex,Abrir como hex
Открыть как текст,Abrir como texto
Открыть контент по MTP,Abrir conteúdo via MTP
Открыть папку LFS,Abrir pasta LFS
Content meta не найден. Установка прервана,Meta de conteúdo não encontrado. Instalação abortada
Отослано {}/{} байт,Enviados {}/{} bytes
Отсутствуют ES сигпатчи!,Faltam os sigpatches ES!
Очистка /atmosphere/contents,Limpando /atmosphere/contents
Очистка кеша rightsId...,Limpando cache de rightsId...
Очистка папки...,Limpando pasta...
Очистка плейсхолдеров...,Limpando espaços reservados...
Очистка системы от мусора,Limpeza do sistema de lixo
Очистка сохранений,Limpando dados salvos
Очистка...,Limpando...
Ошибка FTP сервера,Erro do servidor FTP
DBI Просмотр альбома,DBI Visualização de álbum
Ошибка во время копирования файла,Erro ao copiar o arquivo
Ошибка во время обновления тайтла,Erro durante a atualização do título
Ошибка выделения сокета: {},Erro de alocação de socket: {}
Ошибка завершения соединения: {},Erro ao encerrar conexão: {}
Ошибка загрузки картинки,Erro ao carregar imagem
Ошибка загрузки файла из альбома: {},Erro ao carregar arquivo do álbum: {}
Ошибка закрытия сокета: {},Erro ao fechar socket: {}
Ошибка записи файла: {},Erro ao escrever o arquivo: {}
Ошибка изменения размера файла,Erro ao redimensionar arquivo
Ошибка инициализации {}: {},Erro de inicialização {}: {}
"DPAD и стики - прокрутка, L - стр. вверх, R - стр. вниз","DPAD e sticks - rolar, L - página acima, R - página abaixo"
Ошибка опроса сокета: {},Erro de sondagem de socket: {}
Ошибка открытия каталога: {},Erro ao abrir diretório: {}
Ошибка открытия сокета: {},Erro ao abrir socket: {}
Ошибка открытия файла,Erro ao abrir o arquivo
Ошибка открытия файла '{}': {},Erro ao abrir o arquivo '{}': {}
Ошибка открытия файла: {},Erro ao abrir o arquivo: {}
Ошибка отсылки: {},Erro de envio: {}
Ошибка переименования: {},Erro ao renomear: {}
Ошибка подключения: {},Erro de conexão: {}
Ошибка подмены SDK: {},Erro de substituição do SDK: {}
"DPAD и стики - прокрутка, L - стр. вверх, R - стр. вниз, R3 - Текст/Hex","DPAD e sticks - rolar, L - pág. acima, R - pág. abaixo, R3 - Texto/Hex"
Ошибка получения адреса узла: {},Erro ao obter o endereço do nó: {}
Ошибка получения внеочередных данных: {},Erro ao obter dados fora de banda: {}
Ошибка получения имени сокета: {} {},Erro ao obter o nome do socket: {} {}
Ошибка получения информаци о файле: {},Erro ao obter informações do arquivo: {}
Ошибка получения размера файла: {},Erro ao obter o tamanho do arquivo: {}
Ошибка получения флагов сокета: {},Erro ao obter as flags do socket: {}
Ошибка получения хранилища {},Erro ao obter armazenamento {}
Ошибка получения: {},Erro de obtenção: {}
Ошибка получения: {} {},Erro ao obter: {} {}
Ошибка посылки файла: {},Erro ao enviar arquivo: {}
   Получение списка бекапов...   ,   Obtendo lista de backups...   
Ошибка привязки сокета к порту {}: {},Erro ao vincular socket à porta {}: {}
Ошибка привязки: {},Erro de vinculação: {}
Ошибка принятия соединения: {} {},Erro ao aceitar conexão: {} {}
Ошибка приёма соединения: {},Erro ao receber conexão: {}
Ошибка проверси метки сокета: {},Erro de verificação da etiqueta do socket: {}
Ошибка прослушивания: {},Erro de escuta: {}
Ошибка прослушки сокета: {},Erro de escuta do socket: {}
Ошибка сжатия,Erro de compressão
Ошибка создания каталога: {},Erro ao criar diretório: {}
Ошибка создания сокета: {},Erro ao criar socket: {}
DPAD/Стики - Навигация по страницам\n\n     ZR+ZL - Переход к странице... \n\n       L/R - Навигация по главам   \n\n       (-) - Эта подсказка         \n\n       (+) - Меню                  ,DPAD/Analógicos - Navegação de páginas\n\n     ZR+ZL - Ir para página... \n\n       L/R - Navegação de capítulos   \n\n       (-) - Esta dica         \n\n       (+) - Menu                  
Ошибка создания сохранения,Erro ao criar dados salvos
Ошибка удаления каталога: {},Erro ao excluir diretório: {}
Ошибка удаления файла: {},Erro ao excluir o arquivo: {}
Ошибка установки флагов сокета: {},Erro ao definir sinalizadores de socket: {}
Ошибка чтения записи об игре: {},Erro ao ler o registro do jogo: {}
Ошибка чтения каталога: {},Erro ao ler diretório: {}
Ошибка чтения регистров max17050: ,Erro ao ler os registradores max17050: 
Ошибка чтения сохранённых параметров контроллера: ,Erro ao ler os parâmetros salvos do controlador: 
Ошибка чтения файла: {},Erro ao ler o arquivo: {}
DeviceId                : {0:} ({0:016X}),DeviceId                 : {0:} ({0:016X})
Ошибок не найдено,Nenhum erro encontrado
Ошибочный номер DLC (Должен быть в диапазоне 0x001-0x7FF),Número de DLC inválido (Deve estar no intervalo 0x001-0x7FF)
Ошибочный номер DLC (Должен быть в диапазоне 1-2047),Número de DLC inválido (Deve estar no intervalo 1-2047)
"Ошибочный тикет {0}: kg {1:02X}, pm {2:02X}","Ticket inválido {0}: kg {1:02X}, pm {2:02X}"
Папка LFS не найдена,Pasta LFS não encontrada
Папка для бекапа сохранений,Pasta de backup de dados salvos
Папка для дампа игр,Pasta de dump de jogos
Папка журналов,Pasta de logs
Папка обновления очищена,Pasta de atualização limpa
DramId                  : {} ({}),DramId                   : {} ({})
Параметры FTP,Configurações de FTP
Параметры MTP,Configurações de MTP
Параметры установки,Opções de instalação
Пароль,Senha
Перевернуть джойконы,Inverter joycons
Перевернуть экран,Inverter tela
Передача окончена,Transferência concluída
Переименование объекта,Renomeando objeto
Переименовать,Renomear
Перейти к первой странице,Ir para a primeira página
Emummc включён               : {},Emummc ativado               : {}
Перейти к последней странице,Ir para a última página
Перейти к странице...,Ir para a página...
Переместить,Mover
Переместить в NAND,Mover para NAND
Переместить на SD карту,Mover para cartão SD
"Перемещение {} ({}, {}) в {}","Movendo {} ({}, {}) para {}"
Перемещение {} записей,Movendo {} entradas
Перемещение {} записи,Movendo {} entrada
Перемещение {} игр,Movendo {} jogos
Перемещение {} игры,Movendo {} jogo
FTP сервер (нажмите B для остановки),Servidor FTP (pressione B para parar)
Перемещение контента,Movendo conteúdo
Перенос строк,Quebra de linha
Переносить слова,Quebrar palavras
Переоткрытие ФС сохранения: {},Reabrindo FS de salvamento: {}
Пишется новая запись о контенте...,Escrevendo novo registro de conteúdo...
Пишется новый cnmt.nca...,Escrevendo novo cnmt.nca...
Платформа               : {},Plataforma               : {}
Подготовка...,Preparando...
Подключаемся к {}...,Conectando a {}...
FullCap               : {:04x} ({} mAh),FullCap                 : {:04x} ({} mAh)
Подключено к {}:{},Conectado a {}:{}
Подмена SDK,Substituição de SDK
Подменить SDK,Substituir SDK
Подсвечивать файлы обновлений,Destacar arquivos de atualização
Подсчитывается размер установки...,Calculando tamanho da instalação...
Подсчитывается размер установки...{}%,Calculando tamanho da instalação...{}%
Подсчитываются объекты в альбоме в NAND,Contando objetos no álbum na NAND
Подсчитываются объекты в альбоме на SD карте,Contando objetos no álbum no cartão SD
Подсчёт метаданных...,Contando metadados...
Подсчёт основного хэша,Calculando hash principal
FullCapNom            : {:04x} ({} mAh),FullCapNom              : {:04x} ({} mAh)
Подсчёт хэша секции,Calculando hash da seção
"Пожалуйста, подключите вашу консоль к ПК кабелем USB Type-C или нажмите B","Por favor, conecte seu console ao PC com um cabo USB Type-C ou pressione B"
"Пожалуйста, подождите...","Por favor, aguarde..."
Поиск записей об ошибках,Procurando registros de erros
Поиск неиспользуемых тикетов,Procurando tickets não utilizados
Поиск подготовленного системного обновления,Procurando atualização de sistema preparada
Поиск потерянных тайтлов,Procurando títulos perdidos
Поиск потерянных файлов в NAND,Procurando arquivos perdidos na NAND
Поиск потерянных файлов на SD,Procurando arquivos perdidos no SD
Поиск сохранений удалённых пользователей...,Procurando dados salvos de usuários excluídos...
Get chargeInfoFields : {},Get chargeInfoFields : {}
Показываемая версия     : {},Versão exibida           : {}
Показываемое название   : {},Nome exibido             : {}
Показывать 'Обновить отсюда',Mostrar 'Atualizar daqui'
