Found 2011 alignment issues

ACTIVITY_INFO        | be    | + 5 chars | Общее число игровых сессий    : {}...
BATTERY_CONTROLLER_INFO | pt    | +12 chars | QrTable10            : {:04x}...
BATTERY_CONTROLLER_INFO | pt    | +12 chars | QrTable20            : {:04x}...
BATTERY_CONTROLLER_INFO | pt    | +12 chars | QrTable30            : {:04x}...
BATTERY_CONTROLLER_INFO | pt    | +12 chars | Сумма %% заряд-разряд: {} (~{} 0-100 цик...
BATTERY_CONTROLLER_INFO | ptbr  | +12 chars | RCOMP0               : {:04x}...
BATTERY_CONTROLLER_INFO | ptbr  | +12 chars | TempC0               : {:04x}...
BATTERY_CONTROLLER_INFO | ptbr  | +12 chars | FullCap              : {:04x} ({} mAh)...
BATTERY_CONTROLLER_INFO | ptbr  | +12 chars | FullCapNom           : {:04x} ({} mAh)...
BATTERY_CONTROLLER_INFO | ptbr  | +12 chars | IavgEmpty            : {:04x}...
BATTERY_CONTROLLER_INFO | ptbr  | +12 chars | QrTable00            : {:04x}...
BATTERY_CONTROLLER_INFO | ptbr  | +12 chars | QrTable10            : {:04x}...
BATTERY_CONTROLLER_INFO | ptbr  | +12 chars | QrTable20            : {:04x}...
BATTERY_CONTROLLER_INFO | ptbr  | +12 chars | QrTable30            : {:04x}...
BATTERY_CONTROLLER_INFO | ptbr  | +12 chars | Сумма %% заряд-разряд: {} (~{} 0-100 цик...
BATTERY_CONTROLLER_INFO | ua    | +12 chars | RCOMP0               : {:04x}...
BATTERY_CONTROLLER_INFO | ua    | +12 chars | TempC0               : {:04x}...
BATTERY_CONTROLLER_INFO | ua    | +12 chars | FullCap              : {:04x} ({} mAh)...
BATTERY_CONTROLLER_INFO | ua    | +12 chars | FullCapNom           : {:04x} ({} mAh)...
BATTERY_CONTROLLER_INFO | ua    | +12 chars | IavgEmpty            : {:04x}...
BATTERY_CONTROLLER_INFO | ua    | +12 chars | QrTable00            : {:04x}...
BATTERY_CONTROLLER_INFO | ua    | +12 chars | QrTable10            : {:04x}...
BATTERY_CONTROLLER_INFO | ua    | +12 chars | QrTable20            : {:04x}...
BATTERY_CONTROLLER_INFO | ua    | +12 chars | QrTable30            : {:04x}...
BATTERY_CONTROLLER_INFO | ua    | +12 chars | Сумма %% заряд-разряд: {} (~{} 0-100 цик...
BATTERY_CONTROLLER_INFO | zhcn  | +12 chars | RCOMP0               : {:04x}...
BATTERY_CONTROLLER_INFO | zhcn  | +12 chars | TempC0               : {:04x}...
BATTERY_CONTROLLER_INFO | zhcn  | +12 chars | FullCap              : {:04x} ({} mAh)...
BATTERY_CONTROLLER_INFO | zhcn  | +12 chars | FullCapNom           : {:04x} ({} mAh)...
BATTERY_CONTROLLER_INFO | zhcn  | +12 chars | IavgEmpty            : {:04x}...
BATTERY_CONTROLLER_INFO | zhcn  | +12 chars | QrTable00            : {:04x}...
BATTERY_CONTROLLER_INFO | zhcn  | +12 chars | QrTable10            : {:04x}...
BATTERY_CONTROLLER_INFO | zhcn  | +12 chars | QrTable20            : {:04x}...
BATTERY_CONTROLLER_INFO | zhcn  | +12 chars | QrTable30            : {:04x}...
BATTERY_CONTROLLER_INFO | zhcn  | + 9 chars | Сумма %% заряд-разряд: {} (~{} 0-100 цик...
BATTERY_CONTROLLER_INFO | zhtw  | +12 chars | RCOMP0               : {:04x}...
BATTERY_CONTROLLER_INFO | zhtw  | +12 chars | TempC0               : {:04x}...
BATTERY_CONTROLLER_INFO | zhtw  | +12 chars | FullCap              : {:04x} ({} mAh)...
BATTERY_CONTROLLER_INFO | zhtw  | +12 chars | FullCapNom           : {:04x} ({} mAh)...
BATTERY_CONTROLLER_INFO | zhtw  | +12 chars | IavgEmpty            : {:04x}...
BATTERY_CONTROLLER_INFO | zhtw  | +12 chars | QrTable00            : {:04x}...
BATTERY_CONTROLLER_INFO | zhtw  | +12 chars | QrTable10            : {:04x}...
BATTERY_CONTROLLER_INFO | zhtw  | +12 chars | QrTable20            : {:04x}...
BATTERY_CONTROLLER_INFO | zhtw  | +12 chars | QrTable30            : {:04x}...
BATTERY_CONTROLLER_INFO | zhtw  | + 9 chars | Сумма %% заряд-разряд: {} (~{} 0-100 цик...
CHARGE_INFO          | be    | + 1 chars | Предел входного тока            : {} mA...
CHARGE_INFO          | be    | + 1 chars | Предел входного тока (буст)     : {} mA...
CHARGE_INFO          | be    | + 1 chars | Предел тока быстрой зарядки     : {} mA...
CHARGE_INFO          | be    | + 1 chars | Предел напряжения заряда батареи: {} mV...
CHARGE_INFO          | be    | + 1 chars | Конфигурация зарядки            : {}...
CHARGE_INFO          | be    | + 1 chars | Режим Hi-Z включён              : {}...
CHARGE_INFO          | be    | + 1 chars | Зарядка батареи включена        : {}...
CHARGE_INFO          | be    | + 1 chars | Маршрут электропитания          : {}...
CHARGE_INFO          | be    | + 1 chars | Температура батареи             : {}°C...
CHARGE_INFO          | be    | + 1 chars | Текущая ёмкость                 : {}%...
CHARGE_INFO          | be    | + 1 chars | Напряжение батареи              : {} mV...
CHARGE_INFO          | be    | + 1 chars | Возраст батареи                 : {}%...
CHARGE_INFO          | be    | + 1 chars | Силовая роль                    : {}...
CHARGE_INFO          | be    | + 1 chars | Источник питания                : {}...
CHARGE_INFO          | be    | + 1 chars | Напряжение источника            : {} mV...
CHARGE_INFO          | be    | + 1 chars | Ток источника                   : {} mA...
CHARGE_INFO          | be    | + 1 chars | Быстрая зарядка разрешена       : {}...
CHARGE_INFO          | be    | + 1 chars | Контроллер источника получен    : {}...
CHARGE_INFO          | be    | + 1 chars | OTG Запрошен                    : {}...
CHARGE_INFO          | de    | + 1 chars | Предел входного тока            : {} mA...
CHARGE_INFO          | de    | + 1 chars | Предел входного тока (буст)     : {} mA...
CHARGE_INFO          | de    | + 1 chars | Предел тока быстрой зарядки     : {} mA...
CHARGE_INFO          | de    | + 1 chars | Предел напряжения заряда батареи: {} mV...
CHARGE_INFO          | de    | + 1 chars | Конфигурация зарядки            : {}...
CHARGE_INFO          | de    | + 1 chars | Режим Hi-Z включён              : {}...
CHARGE_INFO          | de    | + 1 chars | Зарядка батареи включена        : {}...
CHARGE_INFO          | de    | + 1 chars | Маршрут электропитания          : {}...
CHARGE_INFO          | de    | + 1 chars | Температура батареи             : {}°C...
CHARGE_INFO          | de    | + 1 chars | Текущая ёмкость                 : {}%...
CHARGE_INFO          | de    | + 1 chars | Напряжение батареи              : {} mV...
CHARGE_INFO          | de    | + 1 chars | Возраст батареи                 : {}%...
CHARGE_INFO          | de    | + 1 chars | Силовая роль                    : {}...
CHARGE_INFO          | de    | + 1 chars | Источник питания                : {}...
CHARGE_INFO          | de    | + 1 chars | Напряжение источника            : {} mV...
CHARGE_INFO          | de    | + 1 chars | Ток источника                   : {} mA...
CHARGE_INFO          | de    | + 1 chars | Быстрая зарядка разрешена       : {}...
CHARGE_INFO          | de    | + 1 chars | Контроллер источника получен    : {}...
CHARGE_INFO          | de    | + 1 chars | OTG Запрошен                    : {}...
CHARGE_INFO          | en    | + 1 chars | Предел входного тока            : {} mA...
CHARGE_INFO          | en    | + 1 chars | Предел входного тока (буст)     : {} mA...
CHARGE_INFO          | en    | + 1 chars | Предел тока быстрой зарядки     : {} mA...
CHARGE_INFO          | en    | + 1 chars | Предел напряжения заряда батареи: {} mV...
CHARGE_INFO          | en    | + 1 chars | Конфигурация зарядки            : {}...
CHARGE_INFO          | en    | + 1 chars | Режим Hi-Z включён              : {}...
CHARGE_INFO          | en    | + 1 chars | Зарядка батареи включена        : {}...
CHARGE_INFO          | en    | + 1 chars | Маршрут электропитания          : {}...
CHARGE_INFO          | en    | + 1 chars | Температура батареи             : {}°C...
CHARGE_INFO          | en    | + 1 chars | Текущая ёмкость                 : {}%...
CHARGE_INFO          | en    | + 1 chars | Напряжение батареи              : {} mV...
CHARGE_INFO          | en    | + 1 chars | Возраст батареи                 : {}%...
CHARGE_INFO          | en    | + 1 chars | Силовая роль                    : {}...
CHARGE_INFO          | en    | + 1 chars | Источник питания                : {}...
CHARGE_INFO          | en    | + 1 chars | Напряжение источника            : {} mV...
CHARGE_INFO          | en    | + 1 chars | Ток источника                   : {} mA...
CHARGE_INFO          | en    | + 1 chars | Быстрая зарядка разрешена       : {}...
CHARGE_INFO          | en    | + 1 chars | Контроллер источника получен    : {}...
CHARGE_INFO          | en    | + 1 chars | OTG Запрошен                    : {}...
CHARGE_INFO          | engb  | + 1 chars | Предел входного тока            : {} mA...
CHARGE_INFO          | engb  | + 1 chars | Предел входного тока (буст)     : {} mA...
CHARGE_INFO          | engb  | + 1 chars | Предел тока быстрой зарядки     : {} mA...
CHARGE_INFO          | engb  | + 1 chars | Предел напряжения заряда батареи: {} mV...
CHARGE_INFO          | engb  | + 1 chars | Конфигурация зарядки            : {}...
CHARGE_INFO          | engb  | + 1 chars | Режим Hi-Z включён              : {}...
CHARGE_INFO          | engb  | + 1 chars | Зарядка батареи включена        : {}...
CHARGE_INFO          | engb  | + 1 chars | Маршрут электропитания          : {}...
CHARGE_INFO          | engb  | + 1 chars | Температура батареи             : {}°C...
CHARGE_INFO          | engb  | + 1 chars | Текущая ёмкость                 : {}%...
CHARGE_INFO          | engb  | + 1 chars | Напряжение батареи              : {} mV...
CHARGE_INFO          | engb  | + 1 chars | Возраст батареи                 : {}%...
CHARGE_INFO          | engb  | + 1 chars | Силовая роль                    : {}...
CHARGE_INFO          | engb  | + 1 chars | Источник питания                : {}...
CHARGE_INFO          | engb  | + 1 chars | Напряжение источника            : {} mV...
CHARGE_INFO          | engb  | + 1 chars | Ток источника                   : {} mA...
CHARGE_INFO          | engb  | + 1 chars | Быстрая зарядка разрешена       : {}...
CHARGE_INFO          | engb  | + 1 chars | Контроллер источника получен    : {}...
CHARGE_INFO          | engb  | + 1 chars | OTG Запрошен                    : {}...
CHARGE_INFO          | es    | + 9 chars | Предел напряжения заряда батареи: {} mV...
CHARGE_INFO          | es    | + 7 chars | Предел входного тока (буст)     : {} mA...
CHARGE_INFO          | es    | + 4 chars | Предел тока быстрой зарядки     : {} mA...
CHARGE_INFO          | es    | + 1 chars | Предел входного тока            : {} mA...
CHARGE_INFO          | es    | + 1 chars | Конфигурация зарядки            : {}...
CHARGE_INFO          | es    | + 1 chars | Режим Hi-Z включён              : {}...
CHARGE_INFO          | es    | + 1 chars | Зарядка батареи включена        : {}...
CHARGE_INFO          | es    | + 1 chars | Маршрут электропитания          : {}...
CHARGE_INFO          | es    | + 1 chars | Температура батареи             : {}°C...
CHARGE_INFO          | es    | + 1 chars | Текущая ёмкость                 : {}%...
CHARGE_INFO          | es    | + 1 chars | Напряжение батареи              : {} mV...
CHARGE_INFO          | es    | + 1 chars | Возраст батареи                 : {}%...
CHARGE_INFO          | es    | + 1 chars | Силовая роль                    : {}...
CHARGE_INFO          | es    | + 1 chars | Источник питания                : {}...
CHARGE_INFO          | es    | + 1 chars | Напряжение источника            : {} mV...
CHARGE_INFO          | es    | + 1 chars | Ток источника                   : {} mA...
CHARGE_INFO          | es    | + 1 chars | Быстрая зарядка разрешена       : {}...
CHARGE_INFO          | es    | + 1 chars | Контроллер источника получен    : {}...
CHARGE_INFO          | es    | + 1 chars | OTG Запрошен                    : {}...
CHARGE_INFO          | es419 | + 9 chars | Предел напряжения заряда батареи: {} mV...
CHARGE_INFO          | es419 | + 7 chars | Предел входного тока (буст)     : {} mA...
CHARGE_INFO          | es419 | + 4 chars | Предел тока быстрой зарядки     : {} mA...
CHARGE_INFO          | es419 | + 1 chars | Предел входного тока            : {} mA...
CHARGE_INFO          | es419 | + 1 chars | Конфигурация зарядки            : {}...
CHARGE_INFO          | es419 | + 1 chars | Режим Hi-Z включён              : {}...
CHARGE_INFO          | es419 | + 1 chars | Зарядка батареи включена        : {}...
CHARGE_INFO          | es419 | + 1 chars | Маршрут электропитания          : {}...
CHARGE_INFO          | es419 | + 1 chars | Температура батареи             : {}°C...
CHARGE_INFO          | es419 | + 1 chars | Текущая ёмкость                 : {}%...
CHARGE_INFO          | es419 | + 1 chars | Напряжение батареи              : {} mV...
CHARGE_INFO          | es419 | + 1 chars | Возраст батареи                 : {}%...
CHARGE_INFO          | es419 | + 1 chars | Силовая роль                    : {}...
CHARGE_INFO          | es419 | + 1 chars | Источник питания                : {}...
CHARGE_INFO          | es419 | + 1 chars | Напряжение источника            : {} mV...
CHARGE_INFO          | es419 | + 1 chars | Ток источника                   : {} mA...
CHARGE_INFO          | es419 | + 1 chars | Быстрая зарядка разрешена       : {}...
CHARGE_INFO          | es419 | + 1 chars | Контроллер источника получен    : {}...
CHARGE_INFO          | es419 | + 1 chars | OTG Запрошен                    : {}...
CHARGE_INFO          | et    | + 1 chars | Предел входного тока            : {} mA...
CHARGE_INFO          | et    | + 1 chars | Предел входного тока (буст)     : {} mA...
CHARGE_INFO          | et    | + 1 chars | Предел тока быстрой зарядки     : {} mA...
CHARGE_INFO          | et    | + 1 chars | Предел напряжения заряда батареи: {} mV...
CHARGE_INFO          | et    | + 1 chars | Конфигурация зарядки            : {}...
CHARGE_INFO          | et    | + 1 chars | Режим Hi-Z включён              : {}...
CHARGE_INFO          | et    | + 1 chars | Зарядка батареи включена        : {}...
CHARGE_INFO          | et    | + 1 chars | Маршрут электропитания          : {}...
CHARGE_INFO          | et    | + 1 chars | Температура батареи             : {}°C...
CHARGE_INFO          | et    | + 1 chars | Текущая ёмкость                 : {}%...
CHARGE_INFO          | et    | + 1 chars | Напряжение батареи              : {} mV...
CHARGE_INFO          | et    | + 1 chars | Возраст батареи                 : {}%...
CHARGE_INFO          | et    | + 1 chars | Силовая роль                    : {}...
CHARGE_INFO          | et    | + 1 chars | Источник питания                : {}...
CHARGE_INFO          | et    | + 1 chars | Напряжение источника            : {} mV...
CHARGE_INFO          | et    | + 1 chars | Ток источника                   : {} mA...
CHARGE_INFO          | et    | + 1 chars | Быстрая зарядка разрешена       : {}...
CHARGE_INFO          | et    | + 1 chars | Контроллер источника получен    : {}...
CHARGE_INFO          | et    | + 1 chars | OTG Запрошен                    : {}...
CHARGE_INFO          | fr    | +11 chars | Предел напряжения заряда батареи: {} mV...
CHARGE_INFO          | fr    | + 3 chars | Предел входного тока (буст)     : {} mA...
CHARGE_INFO          | fr    | + 3 chars | Предел тока быстрой зарядки     : {} mA...
CHARGE_INFO          | fr    | + 1 chars | Предел входного тока            : {} mA...
CHARGE_INFO          | fr    | + 1 chars | Конфигурация зарядки            : {}...
CHARGE_INFO          | fr    | + 1 chars | Режим Hi-Z включён              : {}...
CHARGE_INFO          | fr    | + 1 chars | Зарядка батареи включена        : {}...
CHARGE_INFO          | fr    | + 1 chars | Маршрут электропитания          : {}...
CHARGE_INFO          | fr    | + 1 chars | Температура батареи             : {}°C...
CHARGE_INFO          | fr    | + 1 chars | Текущая ёмкость                 : {}%...
CHARGE_INFO          | fr    | + 1 chars | Напряжение батареи              : {} mV...
CHARGE_INFO          | fr    | + 1 chars | Возраст батареи                 : {}%...
CHARGE_INFO          | fr    | + 1 chars | Силовая роль                    : {}...
CHARGE_INFO          | fr    | + 1 chars | Источник питания                : {}...
CHARGE_INFO          | fr    | + 1 chars | Напряжение источника            : {} mV...
CHARGE_INFO          | fr    | + 1 chars | Ток источника                   : {} mA...
CHARGE_INFO          | fr    | + 1 chars | Быстрая зарядка разрешена       : {}...
CHARGE_INFO          | fr    | + 1 chars | Контроллер источника получен    : {}...
CHARGE_INFO          | fr    | + 1 chars | OTG Запрошен                    : {}...
CHARGE_INFO          | frca  | +11 chars | Предел напряжения заряда батареи: {} mV...
CHARGE_INFO          | frca  | + 3 chars | Предел входного тока (буст)     : {} mA...
CHARGE_INFO          | frca  | + 3 chars | Предел тока быстрой зарядки     : {} mA...
CHARGE_INFO          | frca  | + 1 chars | Предел входного тока            : {} mA...
CHARGE_INFO          | frca  | + 1 chars | Конфигурация зарядки            : {}...
CHARGE_INFO          | frca  | + 1 chars | Режим Hi-Z включён              : {}...
CHARGE_INFO          | frca  | + 1 chars | Зарядка батареи включена        : {}...
CHARGE_INFO          | frca  | + 1 chars | Маршрут электропитания          : {}...
CHARGE_INFO          | frca  | + 1 chars | Температура батареи             : {}°C...
CHARGE_INFO          | frca  | + 1 chars | Текущая ёмкость                 : {}%...
CHARGE_INFO          | frca  | + 1 chars | Напряжение батареи              : {} mV...
CHARGE_INFO          | frca  | + 1 chars | Возраст батареи                 : {}%...
CHARGE_INFO          | frca  | + 1 chars | Силовая роль                    : {}...
CHARGE_INFO          | frca  | + 1 chars | Источник питания                : {}...
CHARGE_INFO          | frca  | + 1 chars | Напряжение источника            : {} mV...
CHARGE_INFO          | frca  | + 1 chars | Ток источника                   : {} mA...
CHARGE_INFO          | frca  | + 1 chars | Быстрая зарядка разрешена       : {}...
CHARGE_INFO          | frca  | + 1 chars | Контроллер источника получен    : {}...
CHARGE_INFO          | frca  | + 1 chars | OTG Запрошен                    : {}...
CHARGE_INFO          | it    | +12 chars | Предел напряжения заряда батареи: {} mV...
CHARGE_INFO          | it    | + 4 chars | Предел входного тока (буст)     : {} mA...
CHARGE_INFO          | it    | + 1 chars | Предел входного тока            : {} mA...
CHARGE_INFO          | it    | + 1 chars | Предел тока быстрой зарядки     : {} mA...
CHARGE_INFO          | it    | + 1 chars | Конфигурация зарядки            : {}...
CHARGE_INFO          | it    | + 1 chars | Режим Hi-Z включён              : {}...
CHARGE_INFO          | it    | + 1 chars | Зарядка батареи включена        : {}...
CHARGE_INFO          | it    | + 1 chars | Маршрут электропитания          : {}...
CHARGE_INFO          | it    | + 1 chars | Температура батареи             : {}°C...
CHARGE_INFO          | it    | + 1 chars | Текущая ёмкость                 : {}%...
CHARGE_INFO          | it    | + 1 chars | Напряжение батареи              : {} mV...
CHARGE_INFO          | it    | + 1 chars | Возраст батареи                 : {}%...
CHARGE_INFO          | it    | + 1 chars | Силовая роль                    : {}...
CHARGE_INFO          | it    | + 1 chars | Источник питания                : {}...
CHARGE_INFO          | it    | + 1 chars | Напряжение источника            : {} mV...
CHARGE_INFO          | it    | + 1 chars | Ток источника                   : {} mA...
CHARGE_INFO          | it    | + 1 chars | Быстрая зарядка разрешена       : {}...
CHARGE_INFO          | it    | + 1 chars | Контроллер источника получен    : {}...
CHARGE_INFO          | it    | + 1 chars | OTG Запрошен                    : {}...
CHARGE_INFO          | jp    | + 1 chars | Предел входного тока            : {} mA...
CHARGE_INFO          | jp    | + 1 chars | Предел входного тока (буст)     : {} mA...
CHARGE_INFO          | jp    | + 1 chars | Предел тока быстрой зарядки     : {} mA...
CHARGE_INFO          | jp    | + 1 chars | Предел напряжения заряда батареи: {} mV...
CHARGE_INFO          | jp    | + 1 chars | Конфигурация зарядки            : {}...
CHARGE_INFO          | jp    | + 1 chars | Режим Hi-Z включён              : {}...
CHARGE_INFO          | jp    | + 1 chars | Зарядка батареи включена        : {}...
CHARGE_INFO          | jp    | + 1 chars | Маршрут электропитания          : {}...
CHARGE_INFO          | jp    | + 1 chars | Температура батареи             : {}°C...
CHARGE_INFO          | jp    | + 1 chars | Текущая ёмкость                 : {}%...
CHARGE_INFO          | jp    | + 1 chars | Напряжение батареи              : {} mV...
CHARGE_INFO          | jp    | + 1 chars | Возраст батареи                 : {}%...
CHARGE_INFO          | jp    | + 1 chars | Силовая роль                    : {}...
CHARGE_INFO          | jp    | + 1 chars | Источник питания                : {}...
CHARGE_INFO          | jp    | + 1 chars | Напряжение источника            : {} mV...
CHARGE_INFO          | jp    | + 1 chars | Ток источника                   : {} mA...
CHARGE_INFO          | jp    | + 1 chars | Быстрая зарядка разрешена       : {}...
CHARGE_INFO          | jp    | + 1 chars | Контроллер источника получен    : {}...
CHARGE_INFO          | jp    | + 1 chars | OTG Запрошен                    : {}...
CHARGE_INFO          | kk    | + 1 chars | Предел входного тока            : {} mA...
CHARGE_INFO          | kk    | + 1 chars | Предел входного тока (буст)     : {} mA...
CHARGE_INFO          | kk    | + 1 chars | Предел тока быстрой зарядки     : {} mA...
CHARGE_INFO          | kk    | + 1 chars | Предел напряжения заряда батареи: {} mV...
CHARGE_INFO          | kk    | + 1 chars | Конфигурация зарядки            : {}...
CHARGE_INFO          | kk    | + 1 chars | Режим Hi-Z включён              : {}...
CHARGE_INFO          | kk    | + 1 chars | Зарядка батареи включена        : {}...
CHARGE_INFO          | kk    | + 1 chars | Маршрут электропитания          : {}...
CHARGE_INFO          | kk    | + 1 chars | Температура батареи             : {}°C...
CHARGE_INFO          | kk    | + 1 chars | Текущая ёмкость                 : {}%...
CHARGE_INFO          | kk    | + 1 chars | Напряжение батареи              : {} mV...
CHARGE_INFO          | kk    | + 1 chars | Возраст батареи                 : {}%...
CHARGE_INFO          | kk    | + 1 chars | Силовая роль                    : {}...
CHARGE_INFO          | kk    | + 1 chars | Источник питания                : {}...
CHARGE_INFO          | kk    | + 1 chars | Напряжение источника            : {} mV...
CHARGE_INFO          | kk    | + 1 chars | Ток источника                   : {} mA...
CHARGE_INFO          | kk    | + 1 chars | Быстрая зарядка разрешена       : {}...
CHARGE_INFO          | kk    | + 1 chars | Контроллер источника получен    : {}...
CHARGE_INFO          | kk    | + 1 chars | OTG Запрошен                    : {}...
CHARGE_INFO          | kr    | + 1 chars | Предел входного тока            : {} mA...
CHARGE_INFO          | kr    | + 1 chars | Предел входного тока (буст)     : {} mA...
CHARGE_INFO          | kr    | + 1 chars | Предел тока быстрой зарядки     : {} mA...
CHARGE_INFO          | kr    | + 1 chars | Предел напряжения заряда батареи: {} mV...
CHARGE_INFO          | kr    | + 1 chars | Конфигурация зарядки            : {}...
CHARGE_INFO          | kr    | + 1 chars | Режим Hi-Z включён              : {}...
CHARGE_INFO          | kr    | + 1 chars | Зарядка батареи включена        : {}...
CHARGE_INFO          | kr    | + 1 chars | Маршрут электропитания          : {}...
CHARGE_INFO          | kr    | + 1 chars | Температура батареи             : {}°C...
CHARGE_INFO          | kr    | + 1 chars | Текущая ёмкость                 : {}%...
CHARGE_INFO          | kr    | + 1 chars | Напряжение батареи              : {} mV...
CHARGE_INFO          | kr    | + 1 chars | Возраст батареи                 : {}%...
CHARGE_INFO          | kr    | + 1 chars | Силовая роль                    : {}...
CHARGE_INFO          | kr    | + 1 chars | Источник питания                : {}...
CHARGE_INFO          | kr    | + 1 chars | Напряжение источника            : {} mV...
CHARGE_INFO          | kr    | + 1 chars | Ток источника                   : {} mA...
CHARGE_INFO          | kr    | + 1 chars | Быстрая зарядка разрешена       : {}...
CHARGE_INFO          | kr    | + 1 chars | Контроллер источника получен    : {}...
CHARGE_INFO          | kr    | + 1 chars | OTG Запрошен                    : {}...
CHARGE_INFO          | lt    | + 1 chars | Предел входного тока            : {} mA...
CHARGE_INFO          | lt    | + 1 chars | Предел входного тока (буст)     : {} mA...
CHARGE_INFO          | lt    | + 1 chars | Предел тока быстрой зарядки     : {} mA...
CHARGE_INFO          | lt    | + 1 chars | Предел напряжения заряда батареи: {} mV...
CHARGE_INFO          | lt    | + 1 chars | Конфигурация зарядки            : {}...
CHARGE_INFO          | lt    | + 1 chars | Режим Hi-Z включён              : {}...
CHARGE_INFO          | lt    | + 1 chars | Зарядка батареи включена        : {}...
CHARGE_INFO          | lt    | + 1 chars | Маршрут электропитания          : {}...
CHARGE_INFO          | lt    | + 1 chars | Температура батареи             : {}°C...
CHARGE_INFO          | lt    | + 1 chars | Текущая ёмкость                 : {}%...
CHARGE_INFO          | lt    | + 1 chars | Напряжение батареи              : {} mV...
CHARGE_INFO          | lt    | + 1 chars | Возраст батареи                 : {}%...
CHARGE_INFO          | lt    | + 1 chars | Силовая роль                    : {}...
CHARGE_INFO          | lt    | + 1 chars | Источник питания                : {}...
CHARGE_INFO          | lt    | + 1 chars | Напряжение источника            : {} mV...
CHARGE_INFO          | lt    | + 1 chars | Ток источника                   : {} mA...
CHARGE_INFO          | lt    | + 1 chars | Быстрая зарядка разрешена       : {}...
CHARGE_INFO          | lt    | + 1 chars | Контроллер источника получен    : {}...
CHARGE_INFO          | lt    | + 1 chars | OTG Запрошен                    : {}...
CHARGE_INFO          | lv    | + 5 chars | Предел напряжения заряда батареи: {} mV...
CHARGE_INFO          | lv    | + 1 chars | Предел входного тока            : {} mA...
CHARGE_INFO          | lv    | + 1 chars | Предел входного тока (буст)     : {} mA...
CHARGE_INFO          | lv    | + 1 chars | Предел тока быстрой зарядки     : {} mA...
CHARGE_INFO          | lv    | + 1 chars | Конфигурация зарядки            : {}...
CHARGE_INFO          | lv    | + 1 chars | Режим Hi-Z включён              : {}...
CHARGE_INFO          | lv    | + 1 chars | Зарядка батареи включена        : {}...
CHARGE_INFO          | lv    | + 1 chars | Маршрут электропитания          : {}...
CHARGE_INFO          | lv    | + 1 chars | Температура батареи             : {}°C...
CHARGE_INFO          | lv    | + 1 chars | Текущая ёмкость                 : {}%...
CHARGE_INFO          | lv    | + 1 chars | Напряжение батареи              : {} mV...
CHARGE_INFO          | lv    | + 1 chars | Возраст батареи                 : {}%...
CHARGE_INFO          | lv    | + 1 chars | Силовая роль                    : {}...
CHARGE_INFO          | lv    | + 1 chars | Источник питания                : {}...
CHARGE_INFO          | lv    | + 1 chars | Напряжение источника            : {} mV...
CHARGE_INFO          | lv    | + 1 chars | Ток источника                   : {} mA...
CHARGE_INFO          | lv    | + 1 chars | Быстрая зарядка разрешена       : {}...
CHARGE_INFO          | lv    | + 1 chars | Контроллер источника получен    : {}...
CHARGE_INFO          | lv    | + 1 chars | OTG Запрошен                    : {}...
CHARGE_INFO          | nl    | + 1 chars | Предел входного тока            : {} mA...
CHARGE_INFO          | nl    | + 1 chars | Предел входного тока (буст)     : {} mA...
CHARGE_INFO          | nl    | + 1 chars | Предел тока быстрой зарядки     : {} mA...
CHARGE_INFO          | nl    | + 1 chars | Предел напряжения заряда батареи: {} mV...
CHARGE_INFO          | nl    | + 1 chars | Конфигурация зарядки            : {}...
CHARGE_INFO          | nl    | + 1 chars | Режим Hi-Z включён              : {}...
CHARGE_INFO          | nl    | + 1 chars | Зарядка батареи включена        : {}...
CHARGE_INFO          | nl    | + 1 chars | Маршрут электропитания          : {}...
CHARGE_INFO          | nl    | + 1 chars | Температура батареи             : {}°C...
CHARGE_INFO          | nl    | + 1 chars | Текущая ёмкость                 : {}%...
CHARGE_INFO          | nl    | + 1 chars | Напряжение батареи              : {} mV...
CHARGE_INFO          | nl    | + 1 chars | Возраст батареи                 : {}%...
CHARGE_INFO          | nl    | + 1 chars | Силовая роль                    : {}...
CHARGE_INFO          | nl    | + 1 chars | Источник питания                : {}...
CHARGE_INFO          | nl    | + 1 chars | Напряжение источника            : {} mV...
CHARGE_INFO          | nl    | + 1 chars | Ток источника                   : {} mA...
CHARGE_INFO          | nl    | + 1 chars | Быстрая зарядка разрешена       : {}...
CHARGE_INFO          | nl    | + 1 chars | Контроллер источника получен    : {}...
CHARGE_INFO          | nl    | + 1 chars | OTG Запрошен                    : {}...
CHARGE_INFO          | pl    | + 1 chars | Предел входного тока            : {} mA...
CHARGE_INFO          | pl    | + 1 chars | Предел входного тока (буст)     : {} mA...
CHARGE_INFO          | pl    | + 1 chars | Предел тока быстрой зарядки     : {} mA...
CHARGE_INFO          | pl    | + 1 chars | Предел напряжения заряда батареи: {} mV...
CHARGE_INFO          | pl    | + 1 chars | Конфигурация зарядки            : {}...
CHARGE_INFO          | pl    | + 1 chars | Режим Hi-Z включён              : {}...
CHARGE_INFO          | pl    | + 1 chars | Зарядка батареи включена        : {}...
CHARGE_INFO          | pl    | + 1 chars | Маршрут электропитания          : {}...
CHARGE_INFO          | pl    | + 1 chars | Температура батареи             : {}°C...
CHARGE_INFO          | pl    | + 1 chars | Текущая ёмкость                 : {}%...
CHARGE_INFO          | pl    | + 1 chars | Напряжение батареи              : {} mV...
CHARGE_INFO          | pl    | + 1 chars | Возраст батареи                 : {}%...
